customer_id,Name,gender,past_3_years_bike_related_purchases,Age,job_title,job_industry_category,wealth_segment,owns_car,tenure
2430,Humbert Dikles,Male,38,54.67,Quality Engineer,,Mass Customer,No,5
2431,Alvy Tyndall,Male,15,23.35,Senior Cost Accountant,Financial Services,Mass Customer,Yes,2
2432,Ebba Melhuish,Female,67,42.20,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,5
2433,Burty Strutz,Male,38,46.79,Nurse Practicioner,,High Net Worth,Yes,8
2434,Lenci Soars,Male,40,66.48,Environmental Specialist,,Affluent Customer,No,18
2435,Orly Ceney,Female,69,61.74,Account Coordinator,Manufacturing,Mass Customer,No,14
2436,Jaymie Wellesley,Male,37,37.12,Help Desk Technician,IT,Mass Customer,No,4
2437,Simonette Cressingham,Female,90,46.01,Marketing Manager,Financial Services,Mass Customer,Yes,18
2438,Lorianne Ethersey,Female,76,40.26,Speech Pathologist,Manufacturing,Mass Customer,Yes,4
2439,Shelly Yakebovitch,Female,44,55.60,,Manufacturing,Affluent Customer,No,15
2440,Lethia Juanes,Female,17,63.63,Engineer II,Manufacturing,Affluent Customer,No,8
2441,Loutitia Pinkie,Female,52,64.12,,Property,High Net Worth,Yes,5
2442,Odie Enrrico,Male,8,65.57,Social Worker,Health,Affluent Customer,Yes,17
2443,Towny Python,Male,30,33.21,Computer Systems Analyst I,Property,High Net Worth,No,20
2444,Emmet Cristoforo,Male,22,45.98,Associate Professor,Manufacturing,High Net Worth,No,11
2445,Johnnie Prujean,Male,46,47.15,Quality Control Specialist,Retail,Affluent Customer,No,18
2446,Lovell Kiss,Male,33,66.67,,Retail,Affluent Customer,No,17
2447,Richard Poor,Male,55,26.31,Tax Accountant,,Affluent Customer,Yes,2
2448,Lorri Iston,Female,5,30.37,Structural Analysis Engineer,Property,High Net Worth,No,10
2449,Oates Broadberrie,Male,54,40.92,Tax Accountant,,Affluent Customer,No,8
2450,Jayson Breheny,Male,64,48.87,Structural Engineer,Retail,Affluent Customer,Yes,7
2451,Upton Orford,Male,33,50.16,Editor,Argiculture,Affluent Customer,Yes,18
2452,Sophronia Yerrill,Female,93,47.78,Chemical Engineer,Manufacturing,Mass Customer,Yes,17
2453,Ruthe Campe,Female,22,30.74,Safety Technician II,Telecommunications,High Net Worth,No,9
2454,Gene Brome,Female,81,63.24,Senior Sales Associate,Property,Mass Customer,Yes,12
2455,Kathe Heatlie,Female,64,45.57,,Manufacturing,Mass Customer,No,21
2456,Reidar Pullin,Male,9,31.93,Sales Associate,,Mass Customer,No,10
2457,Benito Vearnals,Male,70,48.07,Developer IV,IT,High Net Worth,Yes,15
2458,Leilah Liddel,Female,73,59.05,Media Manager II,Manufacturing,High Net Worth,Yes,5
2459,Jeanna Naulls,Female,67,37.31,Quality Engineer,Manufacturing,High Net Worth,No,18
2460,Mick Boutellier,Male,88,46.97,Nurse Practicioner,Manufacturing,High Net Worth,Yes,12
2461,Tully ,Male,89,46.90,Speech Pathologist,,Affluent Customer,No,17
2462,Fletcher Hutchens,Male,17,42.83,Assistant Media Planner,Entertainment,Affluent Customer,No,21
2463,Krystle Jovicevic,Female,54,45.26,Pharmacist,Health,Mass Customer,No,12
2464,Cleve Jindrak,Male,78,40.08,Speech Pathologist,Retail,Mass Customer,No,6
2465,Paloma Nilles,Female,31,38.89,Senior Editor,,Mass Customer,Yes,2
2466,Araldo Klamp,Male,62,42.58,Software Test Engineer IV,Entertainment,High Net Worth,No,16
2467,Ynez Fawloe,Female,71,47.81,Engineer III,Manufacturing,Affluent Customer,Yes,4
2468,Parker Barenskie,Male,51,27.38,Marketing Assistant,Retail,High Net Worth,No,1
2470,Roy Dunaway,Male,70,65.85,,Argiculture,Mass Customer,No,13
2471,Noland Bresland,Male,55,44.37,Geological Engineer,Manufacturing,Mass Customer,Yes,8
2472,Mathias Element,Male,99,33.92,Product Engineer,Health,High Net Worth,Yes,16
2473,Davon ,Male,50,52.99,Administrative Assistant I,Entertainment,Mass Customer,Yes,13
2474,Chrysa Burrett,Female,59,42.90,Executive Secretary,Argiculture,High Net Worth,Yes,6
2475,Cammi Ambrogioni,Female,68,46.01,Quality Control Specialist,,Mass Customer,No,20
2476,Hal Braddon,Male,13,66.62,Administrative Officer,Property,High Net Worth,No,17
2477,Barney Tilling,Male,25,46.12,Electrical Engineer,Manufacturing,Affluent Customer,Yes,10
2478,Andreas Lamke,Male,85,56.84,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,10
2479,Helge Voller,Female,81,26.48,Community Outreach Specialist,Retail,Mass Customer,No,5
2480,Adey Shevlin,Female,3,51.36,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,16
2481,Amber Ruslin,Female,71,44.29,Chief Design Engineer,Manufacturing,Mass Customer,Yes,12
2482,Regan Siemens,Male,95,69.42,Pharmacist,Health,Mass Customer,Yes,10
2483,Greta Cotterrill,Female,54,35.91,,Manufacturing,Mass Customer,No,10
2484,Elise Slimm,Female,77,43.59,Senior Quality Engineer,Property,Mass Customer,Yes,14
2485,Ringo Parkyn,Male,93,67.79,Help Desk Technician,,Mass Customer,Yes,12
2486,Alaine Halbord,Female,77,69.17,Structural Engineer,Manufacturing,Mass Customer,Yes,5
2487,Elton Piggford,Male,92,45.31,Operator,IT,Affluent Customer,Yes,14
2488,Idalia Braunton,Female,32,34.45,Senior Financial Analyst,Financial Services,Mass Customer,Yes,7
2489,Emma Mates,Female,42,46.90,Speech Pathologist,Retail,Mass Customer,No,15
2490,Clint Krause,Male,28,35.59,,Health,Mass Customer,Yes,5
2491,Tabbie Turone,Male,74,45.99,Clinical Specialist,Health,Mass Customer,No,14
2492,Gayelord Lipman,Male,35,49.26,Design Engineer,Manufacturing,High Net Worth,No,9
2493,Rey Collum,Male,56,41.71,Assistant Media Planner,Entertainment,Mass Customer,Yes,17
2494,Donella Emm,Female,98,48.74,Senior Sales Associate,Manufacturing,High Net Worth,No,16
2495,Gwenore Suero,Female,89,69.49,Assistant Professor,IT,Affluent Customer,No,17
2496,Lew Wittleton,Male,29,42.69,Web Developer II,Manufacturing,Mass Customer,Yes,21
2497,Gustav Aaronsohn,Male,33,54.09,Administrative Assistant IV,Property,Affluent Customer,No,12
2498,Rosana Emmatt,Female,70,45.25,Software Test Engineer III,Retail,High Net Worth,No,8
2499,Doll Tschirschky,Female,77,49.68,Account Representative I,Retail,Mass Customer,No,14
2500,Micky Livings,Female,35,65.39,Senior Developer,Property,High Net Worth,Yes,17
2501,Ora Meaddowcroft,Female,80,51.82,Actuary,Financial Services,Mass Customer,Yes,10
2502,Concordia Mussington,Female,6,58.71,Structural Engineer,Manufacturing,Mass Customer,Yes,11
2503,Devlin Laneham,Male,80,55.81,Budget/Accounting Analyst I,Health,Affluent Customer,Yes,10
2504,Aloysius Huffer,Male,52,23.00,,Property,Mass Customer,No,2
2505,Myrah McCarry,Female,45,42.69,VP Marketing,Financial Services,High Net Worth,No,3
2506,Arlana Ferrick,Female,97,68.30,,Health,Affluent Customer,No,9
2507,Alysa Galilee,Female,77,36.85,Biostatistician III,Health,Affluent Customer,Yes,8
2508,Virgil Borkett,Male,98,26.48,Information Systems Manager,,Mass Customer,No,3
2509,Danya Beadles,Male,99,51.83,Help Desk Technician,Financial Services,Mass Customer,No,7
2510,Nealson Lowdham,Male,43,50.07,Human Resources Manager,Manufacturing,Mass Customer,Yes,7
2511,Jedidiah Daulby,Male,20,31.81,Technical Writer,Financial Services,Mass Customer,Yes,4
2512,Franzen Halliday,Male,3,54.96,Web Developer I,,High Net Worth,Yes,19
2513,Rustie Ligoe,Male,55,44.76,Structural Analysis Engineer,Property,Mass Customer,No,12
2514,Vincenty Sayer,Male,25,47.73,Senior Financial Analyst,Financial Services,High Net Worth,Yes,17
2515,Manya ,Female,24,28.15,,Retail,Affluent Customer,Yes,3
2516,Zoe Kiddye,Female,42,55.95,Registered Nurse,Health,Mass Customer,No,19
2517,Rozanna Kegan,Female,1,44.54,Research Nurse,Health,Mass Customer,Yes,9
2518,Krystalle Ives,Female,53,68.72,Recruiting Manager,,Mass Customer,Yes,19
2519,Ryon Dalliston,Male,76,43.55,Senior Developer,Manufacturing,Mass Customer,Yes,5
2520,Gabie Skett,Male,71,48.94,Accountant III,Retail,Affluent Customer,Yes,10
2521,Kellia Martugin,Female,35,23.67,Chemical Engineer,Manufacturing,High Net Worth,Yes,3
2522,Benton MacGragh,Male,42,46.25,,,High Net Worth,No,14
2523,Lauree Shewery,Female,28,61.53,VP Marketing,Financial Services,Mass Customer,Yes,9
2524,Rustie Kingsland,Male,84,53.94,Help Desk Technician,Retail,Mass Customer,Yes,8
2525,Hans Ison,Male,25,30.58,Cost Accountant,Financial Services,Mass Customer,No,8
2526,Izaak Dopson,Male,89,54.26,Software Test Engineer II,Manufacturing,Mass Customer,No,8
2527,Arly Petersen,Female,60,42.79,Technical Writer,,Affluent Customer,Yes,16
2528,Cassie Toffaloni,Male,81,44.61,Senior Editor,Financial Services,Affluent Customer,No,15
2529,Ben Laidler,Male,81,69.00,Quality Engineer,Manufacturing,High Net Worth,Yes,10
2530,Engracia Foulcher,Female,63,62.76,Business Systems Development Analyst,Property,Mass Customer,Yes,18
2531,Brendan Verbeke,Male,48,41.70,Teacher,Property,High Net Worth,Yes,8
2532,Milli Hubbert,Female,27,54.02,,Manufacturing,Mass Customer,No,11
2533,Harper Ioannidis,Male,11,29.76,Speech Pathologist,Health,Affluent Customer,Yes,5
2534,Estelle Lithgow,Female,70,57.88,Research Associate,Manufacturing,Affluent Customer,Yes,12
2535,Butch Broadnicke,Male,53,41.70,Accountant III,Financial Services,Affluent Customer,No,13
2536,Aigneis Brignall,Female,71,58.91,Associate Professor,Health,Mass Customer,Yes,16
2537,Peggi Tolan,Female,8,33.65,Senior Quality Engineer,,Affluent Customer,Yes,12
2538,Jacinta Petrillo,Female,13,64.30,,,High Net Worth,Yes,20
2539,Tracie Ashdown,Male,68,56.04,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,12
2541,Cleveland Islep,Male,17,23.13,Software Engineer II,Financial Services,High Net Worth,Yes,2
2542,Amanda Leverington,Female,43,57.16,Accounting Assistant I,Property,Affluent Customer,Yes,12
2543,Horacio Kitchin,Male,41,23.91,Web Developer III,,Affluent Customer,No,2
2544,Ellery Bowra,Male,73,35.25,VP Marketing,Manufacturing,Mass Customer,Yes,16
2545,Grayce Aumerle,Female,33,45.07,Tax Accountant,Manufacturing,Mass Customer,Yes,16
2546,Marinna Hancke,Female,45,43.07,Assistant Professor,Manufacturing,High Net Worth,No,11
2547,Aili Scruby,Female,91,37.82,Social Worker,Health,Mass Customer,Yes,14
2548,Kristien Robberts,Female,11,51.77,Chief Design Engineer,,Mass Customer,No,13
2549,Mike Geggus,Male,12,24.73,Pharmacist,Health,Mass Customer,Yes,4
2550,Dionysus Elmhurst,Male,34,25.72,Pharmacist,Health,Mass Customer,Yes,4
2551,Gabrila Gobbett,Female,0,35.56,VP Quality Control,,Mass Customer,No,5
2552,Allard Skipton,Male,1,49.51,,Manufacturing,Affluent Customer,Yes,17
2553,Buddy Morfell,Male,42,41.57,,,High Net Worth,Yes,13
2554,Fan Gaythwaite,Female,76,40.70,Software Engineer III,,High Net Worth,No,12
2555,Brad Tenman,Male,43,46.62,Health Coach IV,Health,Affluent Customer,No,11
2556,Chucho Francey,Male,39,34.72,,Health,Mass Customer,Yes,15
2557,Lian Zarfai,Female,37,44.71,,,Mass Customer,No,19
2558,Imojean Bosquet,Female,84,48.55,,Health,High Net Worth,Yes,20
2559,Fulvia Bernini,Female,7,53.88,Assistant Media Planner,Entertainment,High Net Worth,No,8
2560,Sherm Tythe,Male,7,42.59,Developer IV,,Mass Customer,No,21
2561,Elga McWard,Female,44,59.67,,Manufacturing,High Net Worth,Yes,15
2562,Boonie Withams,Male,98,42.60,Internal Auditor,Retail,Mass Customer,No,13
2563,Perla Sabatier,Female,49,33.15,Administrative Assistant IV,,Mass Customer,Yes,20
2564,Bell Carley,Female,18,47.02,Engineer III,Health,Mass Customer,No,15
2565,Joannes Harbron,Female,62,53.72,Junior Executive,Health,Affluent Customer,Yes,9
2566,Nani Brilleman,Female,48,26.50,Accountant II,Entertainment,Affluent Customer,Yes,6
2567,Tobe Spirit,Male,97,48.31,Systems Administrator IV,Financial Services,Mass Customer,No,22
2568,Anna-diana Slyne,Female,42,40.21,Staff Scientist,Manufacturing,Mass Customer,No,18
2569,Sig Sellan,Male,62,38.00,VP Quality Control,Retail,Mass Customer,No,16
2570,Hirsch Peele,Male,13,45.65,Professor,Financial Services,Mass Customer,Yes,18
2571,Chariot Keefe,Male,97,36.46,Internal Auditor,Health,Affluent Customer,Yes,7
2572,Sheila McInulty,Female,30,42.34,Engineer III,Financial Services,Mass Customer,No,13
2573,Tera Van Weedenburg,Female,72,68.63,Software Engineer I,,Mass Customer,No,10
2574,Humfrey Boyse,Male,73,43.37,,Manufacturing,Mass Customer,No,4
2575,Hagan Abrahmer,Male,87,48.91,Business Systems Development Analyst,Financial Services,High Net Worth,Yes,16
2576,Lotty Szubert,Female,15,63.95,Associate Professor,Manufacturing,Mass Customer,No,13
2577,Thor Rickardsson,Male,78,47.13,Operator,,Mass Customer,Yes,10
2578,Felice McVane,Male,49,32.18,Tax Accountant,Retail,High Net Worth,No,3
2579,Celka Demsey,Female,35,52.35,Desktop Support Technician,Manufacturing,Mass Customer,No,16
2580,Kalinda ,Female,27,34.83,Teacher,Financial Services,Mass Customer,Yes,13
2581,Gwenette Appleton,Female,49,48.90,,Manufacturing,Affluent Customer,Yes,11
2582,Harv Pavey,Male,98,45.73,Director of Sales,Health,Mass Customer,No,7
2583,Appolonia Oxe,Female,34,59.65,Human Resources Assistant I,Property,Mass Customer,No,15
2584,Sharia ,Female,86,42.82,Technical Writer,Financial Services,High Net Worth,No,12
2585,Sly Passo,Male,15,28.86,Geologist III,,Affluent Customer,No,7
2586,Heywood Sollett,Male,10,43.64,Tax Accountant,Financial Services,Mass Customer,Yes,13
2587,Maren Dachs,Female,76,44.10,Data Coordiator,,Affluent Customer,No,4
2588,Kimball Martinho,Male,37,22.32,Professor,,High Net Worth,No,2
2589,Alvera Kiddle,Female,42,57.76,,,High Net Worth,No,8
2590,Roslyn Tewkesbury.,Female,48,58.62,General Manager,Financial Services,Affluent Customer,Yes,11
2591,Estevan Rylett,Male,50,49.25,,Retail,High Net Worth,No,13
2592,Archibaldo Argrave,Male,84,27.87,Help Desk Operator,Financial Services,Mass Customer,Yes,1
2593,Sharona Yorkston,Female,69,49.78,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,19
2594,Sigismond Stockow,Male,90,25.85,Internal Auditor,Manufacturing,Mass Customer,No,2
2595,Land Bangley,Male,56,45.72,Nurse Practicioner,,Affluent Customer,Yes,8
2596,Lexis Deason,Female,51,46.71,Assistant Professor,,Affluent Customer,Yes,13
2597,Carita Kemwall,Female,58,42.52,Civil Engineer,Manufacturing,High Net Worth,Yes,11
2598,Lindsay Maydway,Male,23,43.11,Senior Developer,Manufacturing,Affluent Customer,No,9
2599,Pauly Eilles,Female,9,69.02,VP Marketing,Manufacturing,Mass Customer,No,5
2600,Darnell Wistance,Male,55,22.16,Senior Financial Analyst,Financial Services,Mass Customer,Yes,1
2601,Morgana Wardel,Female,48,48.30,Software Engineer III,Financial Services,Affluent Customer,No,13
2602,Jessamine Butcher,Female,46,46.12,Structural Analysis Engineer,Health,Mass Customer,No,3
2603,Mercy Jost,Female,44,61.26,Nurse,Financial Services,High Net Worth,No,11
2604,Lewiss Jaeggi,Male,91,47.99,Account Executive,Retail,Mass Customer,Yes,7
2605,Had Gilling,Male,50,58.26,Marketing Manager,Health,High Net Worth,Yes,18
2606,Addi Seager,Female,56,44.71,Electrical Engineer,Manufacturing,High Net Worth,No,12
2607,Laurent Ainslee,Male,90,30.98,Registered Nurse,Health,Affluent Customer,Yes,7
2608,Fenelia Dockrell,Female,44,47.50,Budget/Accounting Analyst III,Health,Affluent Customer,Yes,6
2609,Genvieve Kobes,Female,17,58.39,Compensation Analyst,Financial Services,Mass Customer,Yes,14
2610,Arliene Bartolijn,Female,41,69.03,Account Coordinator,IT,Mass Customer,No,10
2611,Aeriel Lejeune,Female,36,32.20,Tax Accountant,Financial Services,Affluent Customer,No,9
2612,Bran Sauven,Male,33,54.02,Statistician I,Retail,Affluent Customer,No,18
2613,Trenton Casaccio,Male,78,56.90,,Health,Mass Customer,Yes,16
2614,Anatollo Stendell,Male,65,65.56,,Retail,High Net Worth,No,18
2615,Cordelia ,Female,23,24.71,Nurse,Financial Services,Mass Customer,Yes,1
2616,Andee Ormrod,Female,28,52.90,Nurse,,High Net Worth,Yes,13
2617,Vanda Donnellan,Female,79,63.55,,Health,High Net Worth,No,18
2618,Jay Prue,Male,85,45.39,Administrative Assistant IV,,Mass Customer,No,4
2619,Lavinia Niess,Female,62,44.83,Web Designer I,Financial Services,High Net Worth,Yes,14
2620,Henderson Koubek,Male,26,24.00,Civil Engineer,Manufacturing,Mass Customer,No,1
2621,Moreen Zoren,Female,24,49.20,Assistant Media Planner,Entertainment,High Net Worth,No,15
2622,Natty Sisneros,Male,13,43.40,Staff Accountant I,Financial Services,Mass Customer,No,16
2623,Zackariah Catteroll,Male,42,40.77,Media Manager III,Property,Mass Customer,Yes,15
2624,Winfield Lampitt,Male,37,58.83,Community Outreach Specialist,Retail,Mass Customer,Yes,11
2625,Kristal McRobbie,Female,45,51.14,Research Assistant I,Manufacturing,Affluent Customer,Yes,8
2626,Gerome Lawrenz,Male,42,24.52,Account Coordinator,Property,Affluent Customer,Yes,4
2627,Hildegaard Gennrich,Female,7,51.52,Budget/Accounting Analyst II,Retail,Mass Customer,Yes,12
2628,Giselbert Gudyer,Male,29,21.94,Assistant Media Planner,Entertainment,Affluent Customer,No,1
2629,Nomi Bushell,Female,60,46.73,Engineer IV,Entertainment,High Net Worth,No,19
2630,Jonathon ,Male,76,44.38,Senior Sales Associate,Retail,Mass Customer,No,10
2631,Antonio Brewis,Male,4,27.97,Software Engineer I,Financial Services,Mass Customer,Yes,2
2632,Krishna Frood,Male,18,57.61,,Argiculture,Mass Customer,No,16
2633,Shayla Colnett,Female,47,54.30,,Property,Mass Customer,Yes,12
2634,Silvester Scowcroft,Male,85,42.81,Quality Engineer,Financial Services,High Net Worth,No,15
2635,Arty Mac Geaney,Male,45,64.35,Nurse,Retail,Mass Customer,No,14
2636,Carly Struys,Female,35,49.33,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,14
2637,Marcile Christley,Female,28,50.77,Help Desk Operator,Retail,Mass Customer,Yes,11
2638,Moritz Brognot,Male,1,46.23,Budget/Accounting Analyst III,IT,Mass Customer,Yes,15
2639,Mufi O'Kielt,Female,70,36.83,Geologist IV,Entertainment,Mass Customer,Yes,10
2640,Curran McMeekan,Male,75,44.70,Computer Systems Analyst IV,,Affluent Customer,No,12
2641,Vina Tackell,Female,71,46.12,Software Test Engineer I,,Mass Customer,Yes,12
2643,Dulsea Maffi,Female,53,33.56,Nurse,,Affluent Customer,No,18
2644,Brooke Alastair,Male,72,45.67,VP Sales,IT,Mass Customer,No,12
2645,Ado Yaldren,Male,20,22.84,Technical Writer,IT,High Net Worth,Yes,1
2646,Jesselyn Di Biaggi,Female,14,50.57,Sales Representative,Retail,Mass Customer,Yes,17
2648,Saunder Newens,Male,60,24.98,Account Representative I,,Affluent Customer,No,1
2649,Merwyn MacPhail,Male,7,37.29,Dental Hygienist,Health,Affluent Customer,Yes,20
2650,Candice Patriskson,Female,33,27.70,Business Systems Development Analyst,IT,Affluent Customer,Yes,10
2651,Silvan Ellison,Male,10,44.54,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,10
2652,Kelbee Bernat,Male,96,65.40,Biostatistician II,,Affluent Customer,Yes,15
2653,Aylmer Glenwright,Male,80,28.32,Food Chemist,Health,Affluent Customer,No,1
2654,Dawn Yakovitch,Female,83,45.43,Tax Accountant,Telecommunications,Mass Customer,No,13
2655,York Strongman,Male,56,56.91,Nuclear Power Engineer,Manufacturing,Mass Customer,No,15
2656,Halli Littledike,Female,80,64.02,Statistician III,,Mass Customer,Yes,10
2657,Coop Stancer,Male,20,31.38,Recruiter,,Mass Customer,No,5
2658,Inger Barnham,Female,82,59.24,,Manufacturing,Mass Customer,Yes,6
2659,Konstance Elgey,Female,81,48.89,Professor,Argiculture,High Net Worth,Yes,11
2660,Hunt Scollard,Male,44,59.48,,Retail,High Net Worth,Yes,19
2661,Dorrie Meaden,Female,59,46.36,VP Marketing,Financial Services,High Net Worth,Yes,12
2662,Louisette Cullimore,Female,53,45.37,Accountant IV,Property,Mass Customer,Yes,16
2663,Royce Pietrowicz,Male,69,66.77,Environmental Tech,Health,Mass Customer,Yes,19
2664,Raynor Olech,Male,83,57.31,Engineer II,,Mass Customer,No,15
2665,Seth Murdie,Male,43,58.11,Project Manager,Telecommunications,Mass Customer,Yes,17
2666,Lyle Eager,Male,2,52.22,Occupational Therapist,Health,Mass Customer,No,9
2667,Randene Brown,Female,65,64.81,Product Engineer,Manufacturing,Affluent Customer,Yes,6
2668,Allan Govan,Male,27,44.78,Senior Quality Engineer,Health,Mass Customer,No,18
2669,Carrol Jordin,Male,95,28.20,Business Systems Development Analyst,Property,Affluent Customer,No,1
2670,Cam MacFadyen,Male,53,45.98,VP Accounting,Financial Services,High Net Worth,Yes,18
2671,Bridget Bussons,Female,11,32.48,Analyst Programmer,,Mass Customer,No,11
2672,Talbert Folliss,Male,21,37.29,Clinical Specialist,Health,Affluent Customer,No,4
2673,Esma McOwen,Female,27,38.04,Software Consultant,,Mass Customer,Yes,14
2674,Lynsey Broady,Female,59,30.21,Food Chemist,Health,High Net Worth,No,5
2675,Dayle Girardetti,Female,24,50.19,Media Manager IV,Retail,Mass Customer,No,7
2676,Stinky Marlen,Male,33,66.30,Product Engineer,Retail,Mass Customer,Yes,12
2677,Zollie Exell,Male,34,68.59,,Financial Services,Mass Customer,No,10
2678,Amble Tandy,Male,33,46.35,Sales Associate,Health,Mass Customer,No,11
2679,Padriac Apple,Male,5,32.90,Director of Sales,Financial Services,High Net Worth,No,10
2680,Noella Firk,Female,0,64.00,Financial Analyst,Financial Services,Mass Customer,Yes,14
2681,Liza LeEstut,Female,78,48.64,Programmer Analyst III,Manufacturing,Affluent Customer,Yes,18
2682,Annamarie Bouzan,Female,54,35.50,Accountant III,Manufacturing,High Net Worth,Yes,20
2683,Myrta Rentilll,Female,81,58.07,Biostatistician II,,Affluent Customer,Yes,6
2684,Erastus Payley,Male,96,59.15,Health Coach IV,Health,Mass Customer,Yes,12
2685,Demetria Shoobridge,Female,42,44.75,,,Mass Customer,No,9
2686,Cully Takos,Male,63,26.94,Automation Specialist II,Financial Services,Affluent Customer,No,4
2687,Fabe Smallbone,Male,67,61.28,Chemical Engineer,Manufacturing,High Net Worth,Yes,20
2688,Shelden Lorent,Male,53,45.96,Database Administrator III,Property,Mass Customer,No,13
2689,Tore Doerr,Male,17,45.12,Senior Developer,,Mass Customer,No,10
2690,Sissie Giordano,Female,17,42.49,Registered Nurse,Health,Affluent Customer,Yes,12
2691,Stearn Boutton,Male,41,47.50,Librarian,Entertainment,Mass Customer,No,18
2692,Jacklyn Bromehed,Female,57,34.37,Research Associate,Health,High Net Worth,Yes,22
2693,Abram Phillipson,Male,91,55.07,Research Assistant III,Health,High Net Worth,Yes,16
2694,Teddi De la Yglesias,Female,48,37.35,Quality Engineer,Retail,Mass Customer,No,6
2695,Kippy Heater,Female,88,46.72,Statistician II,Manufacturing,Mass Customer,Yes,19
2698,Nedi MacClay,Female,19,48.89,Administrative Officer,Health,High Net Worth,No,20
2699,Michal Woltering,Male,93,44.95,Account Representative IV,Manufacturing,Affluent Customer,Yes,16
2700,Ingaberg Cornillot,Female,22,28.43,GIS Technical Architect,,Mass Customer,No,2
2701,Ileana Timms,Female,13,62.78,Dental Hygienist,Health,Affluent Customer,Yes,7
2702,Saraann Gilliard,Female,34,46.43,Electrical Engineer,Manufacturing,Affluent Customer,Yes,11
2703,Peria Amis,Female,37,43.06,,Manufacturing,Affluent Customer,Yes,18
2704,Orlando Gniewosz,Male,6,24.22,Account Representative IV,Retail,Affluent Customer,Yes,3
2705,Madalena MacCaughey,Female,11,26.53,Nuclear Power Engineer,Manufacturing,Mass Customer,No,3
2706,Kelly Bilyard,Male,59,58.80,Desktop Support Technician,Retail,Affluent Customer,No,6
2707,Tabb Haberjam,Male,56,34.35,Account Coordinator,Property,High Net Worth,Yes,5
2708,Sophey Wawer,Female,34,42.88,Product Engineer,,Mass Customer,Yes,10
2709,Simone Boanas,Male,6,28.12,,Financial Services,High Net Worth,No,6
2710,Flory Standering,Male,77,25.25,,Retail,Mass Customer,No,2
2711,Steven Keetley,Male,52,52.68,Biostatistician II,Health,Affluent Customer,No,6
2712,Carissa Hassent,Female,0,35.85,Tax Accountant,Manufacturing,High Net Worth,Yes,11
2713,Hadlee Mackro,Male,55,68.52,Statistician II,Retail,Affluent Customer,Yes,5
2714,Emmy Jenton,Female,50,25.12,Occupational Therapist,Health,High Net Worth,Yes,1
2715,Umberto Cappineer,Male,27,60.48,Civil Engineer,Manufacturing,Affluent Customer,No,11
2716,Claribel ,Female,46,55.82,Systems Administrator I,Entertainment,Mass Customer,No,7
2717,Frederic McGown,Male,31,42.11,Registered Nurse,Health,Mass Customer,No,13
2718,Vernen Hakonsen,Male,69,46.39,Software Test Engineer II,,High Net Worth,Yes,14
2719,Alleyn Clear,Male,69,34.69,Teacher,Telecommunications,Affluent Customer,Yes,6
2720,Shirline Yellowlee,Female,0,39.67,Account Coordinator,Retail,High Net Worth,No,10
2721,Alf Farnie,Male,3,54.25,,Manufacturing,Mass Customer,Yes,17
2722,Faustine Peert,Female,1,36.10,,Health,Mass Customer,No,8
2723,Morganne Smitham,Female,71,45.04,Associate Professor,Manufacturing,Mass Customer,Yes,18
2724,Gerome Dutteridge,Male,92,29.30,Mechanical Systems Engineer,Financial Services,Mass Customer,No,4
2725,Sibylla Langmuir,Female,20,57.88,Senior Quality Engineer,Property,Affluent Customer,No,11
2726,Bradford Monkton,Male,49,47.13,Administrative Officer,Financial Services,Affluent Customer,No,4
2727,Kim Gabbitis,Female,88,34.78,Administrative Officer,Financial Services,High Net Worth,Yes,2
2728,Imojean Atyeo,Female,55,64.12,Physical Therapy Assistant,IT,High Net Worth,No,19
2729,Meggi Shipcott,Female,76,22.97,General Manager,,Mass Customer,Yes,1
2730,Taddeo Karlicek,Male,15,62.45,Senior Financial Analyst,Financial Services,Mass Customer,No,11
2731,Meagan Ferry,Female,74,22.95,Accounting Assistant III,Retail,Mass Customer,Yes,1
2732,Clarine Yushkin,Female,36,62.19,Help Desk Operator,Health,Mass Customer,No,7
2733,Jordanna Skyme,Female,89,38.16,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,17
2734,Hetty Thormann,Female,35,66.18,,Manufacturing,High Net Worth,No,10
2735,Ricoriki Burree,Male,18,64.67,Associate Professor,Financial Services,High Net Worth,Yes,14
2736,Max Awcock,Male,40,30.28,Accounting Assistant IV,,Affluent Customer,Yes,9
2737,Andras Yurocjkin,Male,28,24.78,,Retail,Mass Customer,Yes,3
2738,Lurleen Shoebridge,Female,77,26.31,Research Nurse,Health,Mass Customer,No,5
2739,Alair Cullingford,Male,48,37.79,Mechanical Systems Engineer,Health,High Net Worth,Yes,15
2740,Godiva Bulward,Female,61,60.26,Administrative Officer,Financial Services,Affluent Customer,Yes,12
2741,Reinwald Sinkins,Male,6,24.17,Statistician II,Property,High Net Worth,No,4
2742,Osgood Risby,Male,50,44.06,Actuary,Financial Services,High Net Worth,Yes,15
2743,Carr Muckley,Male,67,43.95,Social Worker,Health,High Net Worth,Yes,20
